Site	Morph	Individual	Flower	Avorted	Ovule	Seed	Total
36	Female	3	2	0	1	0	1
36	Female	8	2	0	1	0	1
36	Hermaphrodite	3	1	0	1	0	1
36	Hermaphrodite	3	3	0	1	0	1
36	Hermaphrodite	3	6	0	1	0	1
1	Female	1	5	0	0	1	1
1	Hermaphrodite	5	1	0	0	1	1
1	Hermaphrodite	10	4	0	0	1	1
2	Female	7	1	1	0	0	1
3	Female	7	4	0	0	1	1
7	Female	8	5	0	0	1	1
7	Female	9	6	1	0	0	1
8	Female	3	3	1	0	0	1
8	Female	5	2	1	0	0	1
8	Female	10	3	0	0	1	1
9	Female	3	1	0	0	1	1
9	Female	9	4	0	0	1	1
23	Female	3	4	0	0	1	1
23	Female	7	5	0	0	1	1
23	Female	7	6	1	0	0	1
23	Hermaphrodite	3	3	1	0	0	1
31	Female	6	1	1	0	0	1
36	Female	9	4	1	0	0	1
36	Hermaphrodite	3	4	1	0	0	1
36	Hermaphrodite	7	3	0	0	1	1
39	Female	7	3	1	0	0	1
